timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/02 18:42:15.545, 0 %, 0 %, 194 MiB, 70, 80.91 W
2026/04/02 18:42:20.551, 0 %, 0 %, 194 MiB, 70, 81.33 W
2026/04/02 18:42:25.552, 0 %, 0 %, 194 MiB, 71, 89.14 W
2026/04/02 18:42:30.553, 0 %, 0 %, 3782 MiB, 71, 85.13 W
2026/04/02 18:42:35.553, 13 %, 2 %, 12038 MiB, 72, 89.85 W
2026/04/02 18:42:40.554, 100 %, 100 %, 12038 MiB, 78, 199.47 W
2026/04/02 18:42:45.554, 100 %, 100 %, 12038 MiB, 81, 199.51 W
2026/04/02 18:42:50.555, 100 %, 100 %, 12038 MiB, 83, 199.38 W
2026/04/02 18:42:55.555, 17 %, 2 %, 12038 MiB, 82, 133.82 W
2026/04/02 18:43:00.556, 100 %, 100 %, 12992 MiB, 84, 198.27 W
2026/04/02 18:43:05.557, 100 %, 100 %, 12992 MiB, 86, 194.32 W
2026/04/02 18:43:10.557, 100 %, 100 %, 12992 MiB, 86, 189.05 W
2026/04/02 18:43:15.558, 100 %, 100 %, 12992 MiB, 86, 177.41 W
2026/04/02 18:43:20.558, 0 %, 0 %, 12992 MiB, 84, 112.48 W
2026/04/02 18:43:25.559, 0 %, 0 %, 12992 MiB, 82, 97.00 W
2026/04/02 18:43:30.560, 1 %, 0 %, 12996 MiB, 83, 121.74 W
2026/04/02 18:43:35.638, 100 %, 100 %, 12996 MiB, 85, 160.51 W
2026/04/02 18:43:40.639, 100 %, 100 %, 12996 MiB, 86, 198.15 W
2026/04/02 18:43:45.639, 100 %, 100 %, 12996 MiB, 86, 185.02 W
2026/04/02 18:43:50.640, 100 %, 100 %, 12996 MiB, 86, 176.29 W
2026/04/02 18:43:55.640, 17 %, 2 %, 12996 MiB, 85, 119.65 W
2026/04/02 18:44:00.641, 100 %, 100 %, 12996 MiB, 87, 183.28 W
2026/04/02 18:44:05.642, 100 %, 100 %, 12996 MiB, 87, 175.96 W
2026/04/02 18:44:10.642, 100 %, 100 %, 12996 MiB, 87, 171.70 W
2026/04/02 18:44:15.643, 100 %, 100 %, 12996 MiB, 87, 167.55 W
2026/04/02 18:44:20.665, 0 %, 0 %, 12996 MiB, 84, 109.27 W
2026/04/02 18:44:25.666, 0 %, 0 %, 12996 MiB, 84, 108.68 W
2026/04/02 18:44:30.666, 13 %, 2 %, 12996 MiB, 84, 116.16 W
2026/04/02 18:44:35.667, 100 %, 100 %, 12996 MiB, 86, 199.06 W
2026/04/02 18:44:40.802, 100 %, 100 %, 12996 MiB, 86, 189.75 W
2026/04/02 18:44:46.019, 100 %, 100 %, 12996 MiB, 86, 180.60 W
2026/04/02 18:44:51.300, 100 %, 100 %, 12996 MiB, 86, 175.16 W
2026/04/02 18:44:56.552, 17 %, 2 %, 12996 MiB, 85, 127.30 W
2026/04/02 18:45:01.553, 100 %, 100 %, 12996 MiB, 86, 182.07 W
2026/04/02 18:45:06.554, 100 %, 100 %, 12996 MiB, 86, 177.03 W
2026/04/02 18:45:11.554, 100 %, 100 %, 12996 MiB, 86, 172.81 W
2026/04/02 18:45:16.555, 0 %, 0 %, 12996 MiB, 85, 124.78 W
2026/04/02 18:45:21.555, 0 %, 0 %, 12996 MiB, 83, 98.50 W
2026/04/02 18:45:26.556, 0 %, 0 %, 12996 MiB, 82, 96.46 W
2026/04/02 18:45:31.557, 0 %, 0 %, 12996 MiB, 81, 107.81 W
2026/04/02 18:45:36.851, 100 %, 100 %, 12996 MiB, 86, 196.22 W
2026/04/02 18:45:42.017, 100 %, 100 %, 12996 MiB, 86, 189.43 W
2026/04/02 18:45:47.183, 100 %, 100 %, 12996 MiB, 86, 179.75 W
2026/04/02 18:45:52.333, 17 %, 2 %, 12996 MiB, 85, 125.77 W
2026/04/02 18:45:57.333, 100 %, 100 %, 12996 MiB, 86, 186.18 W
2026/04/02 18:46:02.334, 100 %, 100 %, 12996 MiB, 86, 179.91 W
2026/04/02 18:46:07.334, 100 %, 100 %, 12996 MiB, 87, 175.38 W
2026/04/02 18:46:12.335, 100 %, 100 %, 12996 MiB, 86, 171.52 W
2026/04/02 18:46:17.396, 0 %, 0 %, 12996 MiB, 84, 106.29 W
2026/04/02 18:46:22.397, 0 %, 0 %, 12996 MiB, 82, 99.25 W
2026/04/02 18:46:27.398, 17 %, 2 %, 12996 MiB, 84, 135.40 W
2026/04/02 18:46:32.398, 100 %, 100 %, 12996 MiB, 86, 197.98 W
2026/04/02 18:46:37.399, 100 %, 100 %, 12996 MiB, 86, 187.72 W
2026/04/02 18:46:42.399, 100 %, 100 %, 12996 MiB, 86, 180.43 W
2026/04/02 18:46:47.400, 100 %, 100 %, 12996 MiB, 86, 174.48 W
2026/04/02 18:46:52.400, 100 %, 100 %, 12996 MiB, 86, 192.29 W
2026/04/02 18:46:57.401, 100 %, 100 %, 12996 MiB, 86, 182.86 W
2026/04/02 18:47:02.402, 100 %, 100 %, 12996 MiB, 86, 177.43 W
2026/04/02 18:47:07.402, 100 %, 100 %, 12996 MiB, 86, 172.76 W
2026/04/02 18:47:12.403, 0 %, 0 %, 12996 MiB, 84, 107.99 W
2026/04/02 18:47:17.403, 0 %, 0 %, 12996 MiB, 82, 97.01 W
2026/04/02 18:47:22.404, 100 %, 3 %, 12996 MiB, 83, 108.39 W
2026/04/02 18:47:27.404, 100 %, 100 %, 13950 MiB, 85, 160.19 W
2026/04/02 18:47:32.452, 100 %, 100 %, 13950 MiB, 86, 196.80 W
2026/04/02 18:47:37.697, 100 %, 100 %, 13950 MiB, 86, 188.99 W
2026/04/02 18:47:42.904, 100 %, 100 %, 13950 MiB, 86, 179.58 W
2026/04/02 18:47:48.082, 2 %, 0 %, 13950 MiB, 85, 125.89 W
2026/04/02 18:47:53.083, 100 %, 100 %, 13950 MiB, 86, 187.37 W
2026/04/02 18:47:58.084, 100 %, 100 %, 13950 MiB, 86, 180.89 W
2026/04/02 18:48:03.084, 100 %, 100 %, 13950 MiB, 86, 175.91 W
2026/04/02 18:48:08.291, 100 %, 100 %, 13950 MiB, 85, 151.29 W
2026/04/02 18:48:13.292, 0 %, 0 %, 13950 MiB, 83, 100.23 W
2026/04/02 18:48:18.292, 0 %, 0 %, 13950 MiB, 82, 96.58 W
2026/04/02 18:48:23.293, 25 %, 18 %, 13950 MiB, 83, 139.53 W
2026/04/02 18:48:28.294, 100 %, 100 %, 13950 MiB, 86, 198.58 W
2026/04/02 18:48:33.294, 100 %, 100 %, 13950 MiB, 86, 190.67 W
2026/04/02 18:48:38.295, 100 %, 100 %, 13950 MiB, 86, 183.12 W
2026/04/02 18:48:43.295, 13 %, 1 %, 13950 MiB, 85, 130.16 W
2026/04/02 18:48:48.296, 100 %, 100 %, 13950 MiB, 86, 191.48 W
2026/04/02 18:48:53.296, 100 %, 100 %, 13950 MiB, 86, 182.49 W
2026/04/02 18:48:58.297, 100 %, 100 %, 13950 MiB, 86, 175.24 W
2026/04/02 18:49:03.298, 0 %, 0 %, 13950 MiB, 85, 117.94 W
2026/04/02 18:49:08.298, 0 %, 0 %, 13950 MiB, 82, 96.82 W
2026/04/02 18:49:13.299, 22 %, 3 %, 13950 MiB, 84, 141.09 W
2026/04/02 18:49:18.299, 0 %, 0 %, 13950 MiB, 81, 95.98 W
2026/04/02 18:49:23.300, 0 %, 0 %, 13950 MiB, 79, 93.90 W
2026/04/02 18:49:28.301, 0 %, 0 %, 13950 MiB, 80, 95.42 W
